id,name,discr,is-member,is-member-association,call
100940,Cenveo Publisher Services,organization,False,False,https://api.w3.org/affiliations/100940
53432,Aptara,organization,False,False,https://api.w3.org/affiliations/53432
76517,"CAST, Inc",organization,False,False,https://api.w3.org/affiliations/76517
99473,Immanens,organization,False,False,https://api.w3.org/affiliations/99473
111433,Typefi,organization,False,False,https://api.w3.org/affiliations/111433
97006,"Leximation, Inc.",organization,False,False,https://api.w3.org/affiliations/97006
111397,Kortext,organization,False,False,https://api.w3.org/affiliations/111397
97015,MRS Editorial,organization,False,False,https://api.w3.org/affiliations/97015
120405,Project Mockingbird,organization,False,False,https://api.w3.org/affiliations/120405
103581,Jellybooks Ltd.,organization,False,False,https://api.w3.org/affiliations/103581
58560,Emerson College,organization,False,False,https://api.w3.org/affiliations/58560
110737,Cognella,organization,False,False,https://api.w3.org/affiliations/110737
70757,"TFA Consulting, Inc.",organization,False,False,https://api.w3.org/affiliations/70757
117829,Bright Wing Media,organization,False,False,https://api.w3.org/affiliations/117829
102595,kelter.haus Verlag,organization,False,False,https://api.w3.org/affiliations/102595
105049,"INFOCITY, Inc.",organization,False,False,https://api.w3.org/affiliations/105049
141818,Compro Technologies Pvt. Ltd.,organization,False,False,https://api.w3.org/affiliations/141818
128296,codeMantra U.S. LLC,organization,False,False,https://api.w3.org/affiliations/128296
109661,Kanisius,organization,False,False,https://api.w3.org/affiliations/109661
104858,ACEPRO LLP India,organization,False,False,https://api.w3.org/affiliations/104858
96868,Booknando Livros,organization,False,False,https://api.w3.org/affiliations/96868
98314,Ullstein Buchverlage GmbH,organization,False,False,https://api.w3.org/affiliations/98314
106871,House of Anansi Press,organization,False,False,https://api.w3.org/affiliations/106871
64436,WANDERER Digital Publishing Inc.,organization,False,False,https://api.w3.org/affiliations/64436
96991,TEYTAG,organization,False,False,https://api.w3.org/affiliations/96991
98861,Quintadicopertina SNC,organization,False,False,https://api.w3.org/affiliations/98861
98304,German Central Library for the Blind (DZB),organization,False,False,https://api.w3.org/affiliations/98304
99673,MYWO MAGS,organization,False,False,https://api.w3.org/affiliations/99673
93158,ISI,organization,False,False,https://api.w3.org/affiliations/93158
53254,Tennessee Board of Regents,organization,False,False,https://api.w3.org/affiliations/53254
103927,eCrowd Media Inc.,organization,False,False,https://api.w3.org/affiliations/103927
49616,Birla Institute Of Technology,organization,False,False,https://api.w3.org/affiliations/49616
114117,Atomic NYC,organization,False,False,https://api.w3.org/affiliations/114117
63524,Royal Holloway University of London,organization,False,False,https://api.w3.org/affiliations/63524
102568,Metaswitch,organization,False,False,https://api.w3.org/affiliations/102568
103794,Roster Athletics,organization,False,False,https://api.w3.org/affiliations/103794
127528,TrackMeetings.Info,organization,False,False,https://api.w3.org/affiliations/127528
148539,Sportity OÜ,organization,False,False,https://api.w3.org/affiliations/148539
133893,Fédération Française d'Athlétisme,organization,False,False,https://api.w3.org/affiliations/133893
98209,trivago GmbH,organization,False,False,https://api.w3.org/affiliations/98209
105995,Wix,organization,False,False,https://api.w3.org/affiliations/105995
151719,Naturalis Biodiversity Center,organization,False,False,https://api.w3.org/affiliations/151719
110577,Petra Christian University,organization,False,False,https://api.w3.org/affiliations/110577
142232,Fact Protocol,organization,False,False,https://api.w3.org/affiliations/142232
107713,NTTDATA,organization,False,False,https://api.w3.org/affiliations/107713
123024,echwa,organization,False,False,https://api.w3.org/affiliations/123024
124115,WRIO Ltd,organization,False,False,https://api.w3.org/affiliations/124115
127361,Lumin Creative S.L.,organization,False,False,https://api.w3.org/affiliations/127361
55754,Wolters Kluwer,organization,False,False,https://api.w3.org/affiliations/55754
120933,Tenant Inc.,organization,False,False,https://api.w3.org/affiliations/120933
107395,Your Fight Site Ltd,organization,False,False,https://api.w3.org/affiliations/107395
56302,Structured Dynamics LLC,organization,False,False,https://api.w3.org/affiliations/56302
119794,Kaplan Higher Education,organization,False,False,https://api.w3.org/affiliations/119794
119065,Airlines Map,organization,False,False,https://api.w3.org/affiliations/119065
128408,Georgetown University,organization,False,False,https://api.w3.org/affiliations/128408
65153,Weblinc,organization,False,False,https://api.w3.org/affiliations/65153
77539,"Electronic Arts, Inc.",organization,False,False,https://api.w3.org/affiliations/77539
71299,Brewer Digital Marketing,organization,False,False,https://api.w3.org/affiliations/71299
74393,KPMG LLP,organization,False,False,https://api.w3.org/affiliations/74393
60380,Base22,organization,False,False,https://api.w3.org/affiliations/60380
94422,Australian National Data Service,organization,False,False,https://api.w3.org/affiliations/94422
101878,Bricolage Research and Analysis Ltd,organization,False,False,https://api.w3.org/affiliations/101878
108030,A Servant's Heart Web Design and Marketing,organization,False,False,https://api.w3.org/affiliations/108030
99299,Massachusetts Digital Services,organization,False,False,https://api.w3.org/affiliations/99299
80486,Office International de l'Eau,organization,False,False,https://api.w3.org/affiliations/80486
9873,Industrial Technology Research Institute (ITRI),organization,False,False,https://api.w3.org/affiliations/9873
115154,Sortlist,organization,False,False,https://api.w3.org/affiliations/115154
153103,Akoyah LLC,organization,False,False,https://api.w3.org/affiliations/153103
85865,Eurolink,organization,False,False,https://api.w3.org/affiliations/85865
143755,Viaplay,organization,False,False,https://api.w3.org/affiliations/143755
49690,amity university,organization,False,False,https://api.w3.org/affiliations/49690
88125,Info edge India ltd,organization,False,False,https://api.w3.org/affiliations/88125
102397,IC-Enable,organization,False,False,https://api.w3.org/affiliations/102397
147824,WebDINO Japan,organization,False,False,https://api.w3.org/affiliations/147824
144146,"Developer Resources, Inc.",organization,False,False,https://api.w3.org/affiliations/144146
97818,irisate,organization,False,False,https://api.w3.org/affiliations/97818
79432,Alliants,organization,False,False,https://api.w3.org/affiliations/79432
80402,Mystand,organization,False,False,https://api.w3.org/affiliations/80402
87651,Hire Space,organization,False,False,https://api.w3.org/affiliations/87651
89192,Impact-Webdesign,organization,False,False,https://api.w3.org/affiliations/89192
96051,CyberHouse,organization,False,False,https://api.w3.org/affiliations/96051
80394,ecoInsight,organization,False,False,https://api.w3.org/affiliations/80394
114422,Obsidian Systems,organization,False,False,https://api.w3.org/affiliations/114422
110035,Kadena,organization,False,False,https://api.w3.org/affiliations/110035
139942,Caurus,organization,False,False,https://api.w3.org/affiliations/139942
126218,Blockhunters,organization,False,False,https://api.w3.org/affiliations/126218
87610,Unabridged Software,organization,False,False,https://api.w3.org/affiliations/87610
151778,"Atym, Inc",organization,False,False,https://api.w3.org/affiliations/151778
137787,Westwerk,organization,False,False,https://api.w3.org/affiliations/137787
154598,inform GmbH,organization,False,False,https://api.w3.org/affiliations/154598
115268,Oasis Labs,organization,False,False,https://api.w3.org/affiliations/115268
81068,Xen Call,organization,False,False,https://api.w3.org/affiliations/81068
118378,"Julia Computing, Inc.",organization,False,False,https://api.w3.org/affiliations/118378
56044,EdgeCast Networks,organization,False,False,https://api.w3.org/affiliations/56044
80147,Avalith,organization,False,False,https://api.w3.org/affiliations/80147
125824,Mobile Telephone Networks (Pty) Ltd SA,organization,False,False,https://api.w3.org/affiliations/125824
103289,Gustave Roussy Hospital,organization,False,False,https://api.w3.org/affiliations/103289
85491,Cake Labs,organization,False,False,https://api.w3.org/affiliations/85491
93649,CPA Global,organization,False,False,https://api.w3.org/affiliations/93649
79631,Department of State,organization,False,False,https://api.w3.org/affiliations/79631
106910,Rawdata Technologies,organization,False,False,https://api.w3.org/affiliations/106910
72809,thinkCube Systems Pvt. Ltd.,organization,False,False,https://api.w3.org/affiliations/72809
79787,Cubezoid Solution Private Limited,organization,False,False,https://api.w3.org/affiliations/79787
106504,Abzooba,organization,False,False,https://api.w3.org/affiliations/106504
50540,Teradata,organization,False,False,https://api.w3.org/affiliations/50540
131434,Waste Creative,organization,False,False,https://api.w3.org/affiliations/131434
94086,"Play On Games, LLC",organization,False,False,https://api.w3.org/affiliations/94086
9971,Toyota Motor Corporation,organization,False,False,https://api.w3.org/affiliations/9971
97406,WACUL INC.,organization,False,False,https://api.w3.org/affiliations/97406
83054,FirmFirm,organization,False,False,https://api.w3.org/affiliations/83054
56527,New York University,organization,False,False,https://api.w3.org/affiliations/56527
140370,PipeWebMonetization,organization,False,False,https://api.w3.org/affiliations/140370
134990,22squared,organization,False,False,https://api.w3.org/affiliations/134990
70844,Rosetta,organization,False,False,https://api.w3.org/affiliations/70844
69297,Campaign Monitor,organization,False,False,https://api.w3.org/affiliations/69297
136426,AppsFlyer,organization,False,False,https://api.w3.org/affiliations/136426
117841,AirGrid,organization,False,False,https://api.w3.org/affiliations/117841
138600,Adshares,organization,False,False,https://api.w3.org/affiliations/138600
50851,Nextt,organization,False,False,https://api.w3.org/affiliations/50851
127409,Hugsmiðjan ehf,organization,False,False,https://api.w3.org/affiliations/127409
104844,"Inselspital, Radiation Oncology",organization,False,False,https://api.w3.org/affiliations/104844
86421,eGlobalTech,organization,False,False,https://api.w3.org/affiliations/86421
59562,Z-KOO,organization,False,False,https://api.w3.org/affiliations/59562
93330,Rouge Valley Health Systems,organization,False,False,https://api.w3.org/affiliations/93330
85238,People Technology Foundation,organization,False,False,https://api.w3.org/affiliations/85238
92915,Drugs.com,organization,False,False,https://api.w3.org/affiliations/92915
108518,NICE,organization,False,False,https://api.w3.org/affiliations/108518
94221,SF Modern Media Marketing,organization,False,False,https://api.w3.org/affiliations/94221
124525,Massive Impressions,organization,False,False,https://api.w3.org/affiliations/124525
108072,Richards Group,organization,False,False,https://api.w3.org/affiliations/108072
66234,National Library of Sweden,organization,True,False,https://api.w3.org/affiliations/66234
68998,Datagraph GmbH,organization,True,False,https://api.w3.org/affiliations/68998
69906,CANTON CONSULTING,organization,True,False,https://api.w3.org/affiliations/69906
151359,"Deronyan, LLC",organization,True,False,https://api.w3.org/affiliations/151359
102541,Universität Basel,organization,False,False,https://api.w3.org/affiliations/102541
140811,UnifyLogic.ai,organization,False,False,https://api.w3.org/affiliations/140811
45744,Academia Sinica,organization,False,False,https://api.w3.org/affiliations/45744
55524,Vicomtech,organization,False,False,https://api.w3.org/affiliations/55524
153458,Jiaxing University,organization,False,False,https://api.w3.org/affiliations/153458
138978,Mojeek,organization,False,False,https://api.w3.org/affiliations/138978
153633,WebyLinks,organization,False,False,https://api.w3.org/affiliations/153633
97343,Colorado State University,organization,False,False,https://api.w3.org/affiliations/97343
115656,OpenCorporates,organization,False,False,https://api.w3.org/affiliations/115656
76499,SciamLab,organization,False,False,https://api.w3.org/affiliations/76499
104915,Knowledge Integration Ltd,organization,False,False,https://api.w3.org/affiliations/104915
117601,University of North Carolina at Charlotte,organization,False,False,https://api.w3.org/affiliations/117601
115648,"Journalism Development Network, Inc.",organization,False,False,https://api.w3.org/affiliations/115648
157154,Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg,organization,False,False,https://api.w3.org/affiliations/157154
115695,Veritas Genetics,organization,False,False,https://api.w3.org/affiliations/115695
119713,Sächsische Landesbibliothek – Staats- und Universitätsbibliothek Dresden (SLUB),organization,False,False,https://api.w3.org/affiliations/119713
96789,J. Paul Getty Trust,organization,True,False,https://api.w3.org/affiliations/96789
54077,Okkam srl,organization,False,False,https://api.w3.org/affiliations/54077
129713,Oro labs,organization,False,False,https://api.w3.org/affiliations/129713
104042,Culture Creates Inc,organization,False,False,https://api.w3.org/affiliations/104042
48898,Harvard Medical School,organization,False,False,https://api.w3.org/affiliations/48898
84082,University of North Carolina at Chapel Hill,organization,False,False,https://api.w3.org/affiliations/84082
127901,Universitätsbibliothek Mannheim,organization,False,False,https://api.w3.org/affiliations/127901
45217,Hochschulbibliothekszentrum des Landes NRW,organization,True,False,https://api.w3.org/affiliations/45217
77398,Owen Stephens Consulting,organization,False,False,https://api.w3.org/affiliations/77398
1049,CERN,organization,True,False,https://api.w3.org/affiliations/1049
148965,ownCloud GmbH,organization,False,False,https://api.w3.org/affiliations/148965
154201,Helmholtz-Zentrum Berlin,organization,False,False,https://api.w3.org/affiliations/154201
111700,Nextcloud Gmbh,organization,False,False,https://api.w3.org/affiliations/111700
154428,Seafile Ltd.,organization,False,False,https://api.w3.org/affiliations/154428
123509,Voxable LLC,organization,False,False,https://api.w3.org/affiliations/123509
91613,ejTalk,organization,False,False,https://api.w3.org/affiliations/91613
54414,Conversational Technologies,organization,False,False,https://api.w3.org/affiliations/54414
91616,Arria NLG,organization,False,False,https://api.w3.org/affiliations/91616
94993,Reasoning With Machines,organization,False,False,https://api.w3.org/affiliations/94993
91572,Holly Connects,organization,False,False,https://api.w3.org/affiliations/91572
91623,4Com GmbH & Co Kg,organization,False,False,https://api.w3.org/affiliations/91623
123546,University of Kassel,organization,False,False,https://api.w3.org/affiliations/123546
116582,Loud Voice Services,organization,False,False,https://api.w3.org/affiliations/116582
132795,"Universal Namespace, Inc.",organization,False,False,https://api.w3.org/affiliations/132795
91435,Intention Perception LLC,organization,False,False,https://api.w3.org/affiliations/91435
155437,Telecom Sud Paris,organization,False,False,https://api.w3.org/affiliations/155437
105104,Vocalize,organization,False,False,https://api.w3.org/affiliations/105104
118286,Eckoh (UK) Ltd,organization,False,False,https://api.w3.org/affiliations/118286
123948,Open Voice Network,organization,False,False,https://api.w3.org/affiliations/123948
57190,True Image Interactive,organization,False,False,https://api.w3.org/affiliations/57190
117135,RMIT University,organization,False,False,https://api.w3.org/affiliations/117135
91621,Sabio Ltd,organization,False,False,https://api.w3.org/affiliations/91621
39619,OpenLink Software Inc.,organization,True,False,https://api.w3.org/affiliations/39619
77921,Mobiletta,organization,False,False,https://api.w3.org/affiliations/77921
60664,Federal Agency for Administrative Support,organization,False,False,https://api.w3.org/affiliations/60664
115696,OpenData/Taiwan,organization,False,False,https://api.w3.org/affiliations/115696
150415,"Haltia, Inc.",organization,False,False,https://api.w3.org/affiliations/150415
123110,Chris C Fox Consulting Limited,organization,False,False,https://api.w3.org/affiliations/123110
85711,Tripviss,organization,False,False,https://api.w3.org/affiliations/85711
151540,Autogriff,organization,False,False,https://api.w3.org/affiliations/151540
70368,Hennepin County,organization,False,False,https://api.w3.org/affiliations/70368
54313,InSideOut10,organization,False,False,https://api.w3.org/affiliations/54313
107766,Codenetix,organization,False,False,https://api.w3.org/affiliations/107766
65421,Apex CoVantage,organization,False,False,https://api.w3.org/affiliations/65421
129391,ECW Press,organization,False,False,https://api.w3.org/affiliations/129391
95108,VitalSource | Ingram Content Group,organization,False,False,https://api.w3.org/affiliations/95108
106098,Electric Book Works,organization,False,False,https://api.w3.org/affiliations/106098
78386,Pontifical Catholic University of Rio de Janeiro,organization,False,False,https://api.w3.org/affiliations/78386
99609,ABBYY,organization,False,False,https://api.w3.org/affiliations/99609
33727,Vision Australia,organization,True,False,https://api.w3.org/affiliations/33727
103267,Public Library of Science,organization,False,False,https://api.w3.org/affiliations/103267
99525,SAGE Publishing,organization,False,False,https://api.w3.org/affiliations/99525
77783,Bluefire Productions,organization,False,False,https://api.w3.org/affiliations/77783
96869,S2 Books,organization,False,False,https://api.w3.org/affiliations/96869
97257,Knowbly Learning Systems,organization,False,False,https://api.w3.org/affiliations/97257
134993,University of Windsor,organization,False,False,https://api.w3.org/affiliations/134993
105944,Cornelsen Verlag GmbH,organization,False,False,https://api.w3.org/affiliations/105944
90653,Ordina,organization,False,False,https://api.w3.org/affiliations/90653
120228,Ontopic,organization,False,False,https://api.w3.org/affiliations/120228
112349,"Enterprise Knowledge, LLC",organization,False,False,https://api.w3.org/affiliations/112349
104086,Schaeffler,organization,False,False,https://api.w3.org/affiliations/104086
90416,TPXimpact Scotland Limited,organization,False,False,https://api.w3.org/affiliations/90416
86732,Hochschule der Medien,organization,False,False,https://api.w3.org/affiliations/86732
47188,Pacific Northwest National Laboratory,organization,False,False,https://api.w3.org/affiliations/47188
111801,K Health,organization,False,False,https://api.w3.org/affiliations/111801
133183,AEL DATA SERVICES LLP,organization,False,False,https://api.w3.org/affiliations/133183
51450,Universidade Federal da Paraíba,organization,False,False,https://api.w3.org/affiliations/51450
132939,UniFAP,organization,False,False,https://api.w3.org/affiliations/132939
134510,OD-Solutions Nederland B.V.,organization,False,False,https://api.w3.org/affiliations/134510
69965,City University London,organization,False,False,https://api.w3.org/affiliations/69965
138442,Open Mind School,organization,False,False,https://api.w3.org/affiliations/138442
52050,Harvard University,organization,False,False,https://api.w3.org/affiliations/52050
133399,"Camunda, Inc.",organization,False,False,https://api.w3.org/affiliations/133399
118296,University at Albany SUNY,organization,False,False,https://api.w3.org/affiliations/118296
99885,Itau,organization,False,False,https://api.w3.org/affiliations/99885
102813,AMNET SYSTEMS,organization,False,False,https://api.w3.org/affiliations/102813
38845,Citigroup,organization,False,False,https://api.w3.org/affiliations/38845
149968,Plunet,organization,False,False,https://api.w3.org/affiliations/149968
143861,Inclusive Tech,organization,False,False,https://api.w3.org/affiliations/143861
137102,Kainos,organization,False,False,https://api.w3.org/affiliations/137102
143863,The Guardian Life Insurance Company of America,organization,False,False,https://api.w3.org/affiliations/143863
108855,PagSeguro,organization,False,False,https://api.w3.org/affiliations/108855
128486,OCamlPro,organization,False,False,https://api.w3.org/affiliations/128486
123681,eSense Software,organization,False,False,https://api.w3.org/affiliations/123681
152961,InfinyOn,organization,False,False,https://api.w3.org/affiliations/152961
119166,SiFive,organization,False,False,https://api.w3.org/affiliations/119166
124161,Kong Inc.,organization,False,False,https://api.w3.org/affiliations/124161
79806,Moodwire Inc,organization,False,False,https://api.w3.org/affiliations/79806
80436,:PicAlöha Inc.,organization,False,False,https://api.w3.org/affiliations/80436
130265,AMD,organization,False,False,https://api.w3.org/affiliations/130265
80161,Toronto-Dominion Bank,organization,False,False,https://api.w3.org/affiliations/80161
119818,Korea Aerospace Research Institute,organization,False,False,https://api.w3.org/affiliations/119818
79946,UFR IM2AG,organization,False,False,https://api.w3.org/affiliations/79946
81858,Feabhas Limited,organization,False,False,https://api.w3.org/affiliations/81858
82500,MeaWeb SPRL,organization,False,False,https://api.w3.org/affiliations/82500
56267,University of Westminster,organization,False,False,https://api.w3.org/affiliations/56267
101986,APSIDE,organization,False,False,https://api.w3.org/affiliations/101986
148822,Anaconda,organization,False,False,https://api.w3.org/affiliations/148822
103835,University of Orléans,organization,False,False,https://api.w3.org/affiliations/103835
38683,iFLYTEK,organization,False,False,https://api.w3.org/affiliations/38683
158101,Irregular Expressions,organization,False,False,https://api.w3.org/affiliations/158101
117278,YRGLM Inc.,organization,False,False,https://api.w3.org/affiliations/117278
123055,Consumer Reports,organization,False,False,https://api.w3.org/affiliations/123055
128496,Dailymotion,organization,False,False,https://api.w3.org/affiliations/128496
9836,Philips Electronic N.V.,organization,False,False,https://api.w3.org/affiliations/9836
122630,Sirdata,organization,False,False,https://api.w3.org/affiliations/122630
52767,Wellcome Trust,organization,False,False,https://api.w3.org/affiliations/52767
118726,Wayfair,organization,False,False,https://api.w3.org/affiliations/118726
142067,PrivacyPortfolio,organization,False,False,https://api.w3.org/affiliations/142067
120344,Metomic,organization,False,False,https://api.w3.org/affiliations/120344
124922,Read the Docs,organization,False,False,https://api.w3.org/affiliations/124922
131495,Kortex Consulting,organization,False,False,https://api.w3.org/affiliations/131495
129170,BrandYourself.com Inc.,organization,False,False,https://api.w3.org/affiliations/129170
59027,Customer Commons,organization,False,False,https://api.w3.org/affiliations/59027
127573,Sustainable Computing Lab,organization,False,False,https://api.w3.org/affiliations/127573
142512,hipages Group,organization,False,False,https://api.w3.org/affiliations/142512
132250,Leadfeeder,organization,False,False,https://api.w3.org/affiliations/132250
75221,Unicredit Bank,organization,False,False,https://api.w3.org/affiliations/75221
138650,The Mee Project,organization,False,False,https://api.w3.org/affiliations/138650
120801,trakken Web Services,organization,False,False,https://api.w3.org/affiliations/120801
72980,ecsec GmbH,organization,False,False,https://api.w3.org/affiliations/72980
117702,Winding Tree Stiftung,organization,False,False,https://api.w3.org/affiliations/117702
99116,NextFaze,organization,False,False,https://api.w3.org/affiliations/99116
133074,"Arkose Labs, Inc.",organization,False,False,https://api.w3.org/affiliations/133074
139927,GreenLight Credentials,organization,False,False,https://api.w3.org/affiliations/139927
130071,CIO Strategy Council,organization,False,False,https://api.w3.org/affiliations/130071
104732,Open Knowledge Belgium,organization,False,False,https://api.w3.org/affiliations/104732
97491,Province of British Columbia,organization,False,False,https://api.w3.org/affiliations/97491
115606,European Schools,organization,False,False,https://api.w3.org/affiliations/115606
109055,WhenHub,organization,False,False,https://api.w3.org/affiliations/109055
105871,Colendi,organization,False,False,https://api.w3.org/affiliations/105871
140074,"Participate, Inc",organization,False,False,https://api.w3.org/affiliations/140074
139866,Benri,organization,False,False,https://api.w3.org/affiliations/139866
84621,Tieto,organization,False,False,https://api.w3.org/affiliations/84621
154069,Hopae Inc.,organization,False,False,https://api.w3.org/affiliations/154069
94022,Financial Security Institute,organization,False,False,https://api.w3.org/affiliations/94022
89598,Enterprise Estonia,organization,False,False,https://api.w3.org/affiliations/89598
122636,Botminds Inc,organization,False,False,https://api.w3.org/affiliations/122636
109269,Liberty University,organization,False,False,https://api.w3.org/affiliations/109269
111481,University of Victoria,organization,False,False,https://api.w3.org/affiliations/111481
131023,Djem Guerreru Inc,organization,False,False,https://api.w3.org/affiliations/131023
62773,Milestone,organization,False,False,https://api.w3.org/affiliations/62773
50366,California Institute of Technology,organization,False,False,https://api.w3.org/affiliations/50366
107193,University of Saskatchewan,organization,False,False,https://api.w3.org/affiliations/107193
107884,Thinkcube,organization,False,False,https://api.w3.org/affiliations/107884
82682,"Quintagroup, Ltd.",organization,False,False,https://api.w3.org/affiliations/82682
86543,Myntra,organization,False,False,https://api.w3.org/affiliations/86543
85619,ThoughtWire,organization,False,False,https://api.w3.org/affiliations/85619
62498,Weever Apps Inc.,organization,False,False,https://api.w3.org/affiliations/62498
87389,National Institute of Technology,organization,False,False,https://api.w3.org/affiliations/87389
93992,Seniorly,organization,False,False,https://api.w3.org/affiliations/93992
53638,AOL,organization,False,False,https://api.w3.org/affiliations/53638
127778,Social Revenue,organization,False,False,https://api.w3.org/affiliations/127778
116811,Quantiply Corporation,organization,False,False,https://api.w3.org/affiliations/116811
106429,WordLift S.r.l.,organization,False,False,https://api.w3.org/affiliations/106429
107286,American Battlefield Trust,organization,False,False,https://api.w3.org/affiliations/107286
89413,Stellar Consultants BV,organization,False,False,https://api.w3.org/affiliations/89413
108684,Allin Interactive,organization,False,False,https://api.w3.org/affiliations/108684
91033,IXIASOFT,organization,False,False,https://api.w3.org/affiliations/91033
120753,Sicilmedia,organization,False,False,https://api.w3.org/affiliations/120753
116660,Alokin Software,organization,False,False,https://api.w3.org/affiliations/116660
151395,YDOP Internet Marketing,organization,False,False,https://api.w3.org/affiliations/151395
113370,West Bengal National University of Juridical Sciences,organization,False,False,https://api.w3.org/affiliations/113370
123258,Moody's Analytics,organization,False,False,https://api.w3.org/affiliations/123258
96895,Uber,organization,False,False,https://api.w3.org/affiliations/96895
85337,Skroot,organization,False,False,https://api.w3.org/affiliations/85337
84051,ecocode GmbH,organization,False,False,https://api.w3.org/affiliations/84051
107352,Go Fish Digital,organization,False,False,https://api.w3.org/affiliations/107352
144757,Akademie der Wissenschaften und der Literatur Mainz,organization,False,False,https://api.w3.org/affiliations/144757
90444,ABAC Technologies LTD.,organization,False,False,https://api.w3.org/affiliations/90444
98828,SmartEtailing,organization,False,False,https://api.w3.org/affiliations/98828
67826,Avans Hogeschool,organization,False,False,https://api.w3.org/affiliations/67826
102314,InsightSquared,organization,False,False,https://api.w3.org/affiliations/102314
141707,Thales Research and Technology,organization,False,False,https://api.w3.org/affiliations/141707
118998,FATTI srl,organization,False,False,https://api.w3.org/affiliations/118998
80252,Decoded Collective Ltd,organization,False,False,https://api.w3.org/affiliations/80252
135151,Vuffeli ApS,organization,False,False,https://api.w3.org/affiliations/135151
80078,3BOLL Aplicaciones,organization,False,False,https://api.w3.org/affiliations/80078
156336,Jane Street Group,organization,False,False,https://api.w3.org/affiliations/156336
69388,1001 Webs,organization,False,False,https://api.w3.org/affiliations/69388
137726,"Equinix, Inc.",organization,False,False,https://api.w3.org/affiliations/137726
137222,SUSE,organization,False,False,https://api.w3.org/affiliations/137222
67666,ZOHO corporation,organization,False,False,https://api.w3.org/affiliations/67666
118685,Miniclip,organization,False,False,https://api.w3.org/affiliations/118685
111983,Berkeley Research Group,organization,False,False,https://api.w3.org/affiliations/111983
138877,"Asana, Inc.",organization,False,False,https://api.w3.org/affiliations/138877
78663,"Drecom Co., Ltd.",organization,False,False,https://api.w3.org/affiliations/78663
135489,Avataar,organization,False,False,https://api.w3.org/affiliations/135489
101151,Veauget Corporation,organization,False,False,https://api.w3.org/affiliations/101151
69093,NATIONAL INFORMATICS CENTRE,organization,False,False,https://api.w3.org/affiliations/69093
103317,Taghos Tecnologia,organization,False,False,https://api.w3.org/affiliations/103317
79865,Shoonyata Cloud Computing Pvt Ltd,organization,False,False,https://api.w3.org/affiliations/79865
84349,ARTURIA,organization,False,False,https://api.w3.org/affiliations/84349
79396,Mesosphere,organization,False,False,https://api.w3.org/affiliations/79396
119588,Bushido Code,organization,False,False,https://api.w3.org/affiliations/119588
82178,Agora Labs,organization,False,False,https://api.w3.org/affiliations/82178
128918,Adsata,organization,False,False,https://api.w3.org/affiliations/128918
70446,Naver Corporation,organization,False,False,https://api.w3.org/affiliations/70446
111124,PreAngel,organization,False,False,https://api.w3.org/affiliations/111124
121547,Warung Data Indonesia,organization,False,False,https://api.w3.org/affiliations/121547
123914,Smith-Kettlewell Eye Research Institute,organization,False,False,https://api.w3.org/affiliations/123914
